IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.169.222,8443,8443,true,SIN,Asia Pacific,Singapore,65,3.19
8.219.248.47,2053,2053,true,SIN,Asia Pacific,Singapore,70,3.18
47.243.107.148,2083,2083,true,HKG,Asia Pacific,Hong Kong,113,3.18
47.242.119.104,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,3.18
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,67,3.17
47.76.204.76,2096,2096,true,HKG,Asia Pacific,Hong Kong,45,3.17
47.242.59.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,428,3.17
47.76.192.24,2083,2083,true,HKG,Asia Pacific,Hong Kong,90,3.17
8.218.65.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,3.16
8.218.1.163,2087,2087,true,HKG,Asia Pacific,Hong Kong,104,3.16
47.250.150.193,80,443,true,SIN,Asia Pacific,Singapore,71,3.16
47.90.141.204,443,443,true,LAX,North America,Los Angeles,237,3.14
47.237.95.140,2053,2053,true,SIN,Asia Pacific,Singapore,71,3.14
8.210.34.188,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,3.12
8.222.165.117,2053,2053,true,SIN,Asia Pacific,Singapore,58,3.12
47.76.204.76,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,3.11
47.243.183.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,3.10
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,122,3.09
47.236.87.246,2053,2053,true,SIN,Asia Pacific,Singapore,88,3.08
8.218.174.118,2083,2083,true,HKG,Asia Pacific,Hong Kong,557,3.07
8.219.139.13,2083,2083,true,SIN,Asia Pacific,Singapore,81,3.06
47.236.167.231,2087,2087,true,SIN,Asia Pacific,Singapore,85,3.06
47.243.234.9,2053,2053,true,HKG,Asia Pacific,Hong Kong,41,3.05
47.243.183.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,317,3.05
8.219.200.145,8443,8443,true,SIN,Asia Pacific,Singapore,70,3.05
8.210.192.93,2053,2053,true,HKG,Asia Pacific,Hong Kong,109,3.04
47.243.206.150,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,3.03
8.210.100.23,8443,8443,true,HKG,Asia Pacific,Hong Kong,68,3.03
8.222.165.117,8443,8443,true,SIN,Asia Pacific,Singapore,118,3.03
47.242.174.27,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,3.02
47.76.33.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,474,3.02
47.242.157.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,68,3.01
47.242.174.27,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,3.01
8.219.0.48,8443,8443,true,SIN,Asia Pacific,Singapore,73,3.00
8.218.136.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,113,3.00
47.236.97.90,8443,8443,true,SIN,Asia Pacific,Singapore,62,3.00
8.222.237.131,2053,2053,true,SIN,Asia Pacific,Singapore,64,3.00
8.210.164.75,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,2.99
8.219.42.72,8443,8443,true,SIN,Asia Pacific,Singapore,52,2.99
8.219.240.160,2096,2096,true,SIN,Asia Pacific,Singapore,86,2.99
47.76.29.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,2.99
47.76.37.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,2.98
47.242.176.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,2.97
47.76.32.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,225,2.97
8.217.123.243,2083,2083,true,HKG,Asia Pacific,Hong Kong,93,2.97
8.219.103.65,443,443,true,SIN,Asia Pacific,Singapore,86,2.97
47.76.29.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,2.97
47.243.42.219,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,2.97
47.76.189.102,8443,8443,true,HKG,Asia Pacific,Hong Kong,74,2.97
8.219.193.202,2083,2083,true,SIN,Asia Pacific,Singapore,74,2.96
47.250.176.68,80,443,true,SIN,Asia Pacific,Singapore,49,2.96
8.210.174.156,8443,8443,true,HKG,Asia Pacific,Hong Kong,374,2.96
47.250.155.74,80,443,true,KUL,Asia Pacific,Kuala Lumpur,34,2.95
47.243.203.119,2087,2087,true,HKG,Asia Pacific,Hong Kong,445,2.95
8.218.143.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,2.95
47.237.100.206,2083,2083,true,SIN,Asia Pacific,Singapore,108,2.95
8.210.245.224,2087,2087,true,HKG,Asia Pacific,Hong Kong,630,2.94
8.219.40.37,2096,2096,true,SIN,Asia Pacific,Singapore,76,2.94
47.242.174.27,2083,2083,true,HKG,Asia Pacific,Hong Kong,89,2.94
8.210.244.38,2087,2087,true,HKG,Asia Pacific,Hong Kong,41,2.93
47.242.155.183,8443,8443,true,HKG,Asia Pacific,Hong Kong,74,2.93
8.219.174.142,8443,8443,true,SIN,Asia Pacific,Singapore,103,2.93
8.222.150.197,2053,2053,true,SIN,Asia Pacific,Singapore,62,2.93
47.242.252.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,113,2.93
47.76.77.103,2096,2096,true,HKG,Asia Pacific,Hong Kong,749,2.93
8.219.198.34,2087,2087,true,SIN,Asia Pacific,Singapore,40,2.92
47.243.203.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,446,2.92
47.76.192.24,2053,2053,true,HKG,Asia Pacific,Hong Kong,106,2.92
8.222.193.65,2083,2083,true,SIN,Asia Pacific,Singapore,95,2.91
8.218.74.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,102,2.91
47.243.51.171,2053,2053,true,HKG,Asia Pacific,Hong Kong,132,2.91
47.238.48.58,80,443,true,SIN,Asia Pacific,Singapore,49,2.90
47.236.10.182,8443,8443,true,SIN,Asia Pacific,Singapore,48,2.89
47.242.119.104,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,2.89
47.236.180.51,2096,2096,true,SIN,Asia Pacific,Singapore,49,2.88
8.218.136.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,2.88
47.237.81.112,2096,2096,true,SIN,Asia Pacific,Singapore,90,2.88
8.219.126.240,2053,2053,true,SIN,Asia Pacific,Singapore,93,2.87
8.210.89.245,2096,2096,true,HKG,Asia Pacific,Hong Kong,323,2.87
8.218.188.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,589,2.85
47.250.159.36,80,443,true,KUL,Asia Pacific,Kuala Lumpur,43,2.84
47.76.204.76,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,2.83
47.242.157.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,87,2.82
47.236.93.176,2053,2053,true,SIN,Asia Pacific,Singapore,53,2.82
8.219.98.13,2053,2053,true,SIN,Asia Pacific,Singapore,109,2.82
47.237.82.15,8443,8443,true,SIN,Asia Pacific,Singapore,130,2.81
8.222.181.117,2083,2083,true,SIN,Asia Pacific,Singapore,54,2.81
47.236.166.131,2053,2053,true,SIN,Asia Pacific,Singapore,251,2.80
8.219.6.150,2087,2087,true,SIN,Asia Pacific,Singapore,67,2.80
47.243.86.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,101,2.79
47.238.0.114,2083,2083,true,HKG,Asia Pacific,Hong Kong,125,2.78
47.76.32.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,759,2.78
47.237.94.140,2083,2083,true,SIN,Asia Pacific,Singapore,87,2.78
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,2.76
47.243.183.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,471,2.76
47.242.155.183,2087,2087,true,HKG,Asia Pacific,Hong Kong,88,2.76
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,2.75
8.217.50.252,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,2.75
47.242.17.250,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,2.74
8.219.103.65,2096,2096,true,SIN,Asia Pacific,Singapore,144,2.74
8.210.48.107,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,2.74
47.242.202.230,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,2.74
47.243.18.199,2096,2096,true,HKG,Asia Pacific,Hong Kong,74,2.73
8.218.146.204,2083,2083,true,HKG,Asia Pacific,Hong Kong,381,2.72
8.210.3.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,233,2.72
8.218.146.204,2087,2087,true,HKG,Asia Pacific,Hong Kong,502,2.72
47.76.189.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,36,2.72
8.222.215.228,2083,2083,true,SIN,Asia Pacific,Singapore,86,2.71
47.76.32.108,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,2.71
8.218.52.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,842,2.70
8.219.66.156,8443,8443,true,NRT,Asia Pacific,Tokyo,151,2.70
8.219.193.202,2096,2096,true,SIN,Asia Pacific,Singapore,90,2.69
47.243.234.9,8443,8443,true,HKG,Asia Pacific,Hong Kong,99,2.69
47.236.166.131,2096,2096,true,SIN,Asia Pacific,Singapore,84,2.68
8.218.204.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,2.65
47.242.59.216,8443,8443,true,HKG,Asia Pacific,Hong Kong,61,2.65
47.242.232.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,737,2.65
47.76.32.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,454,2.65
8.210.192.93,8443,8443,true,HKG,Asia Pacific,Hong Kong,562,2.64
8.217.49.34,2083,2083,true,HKG,Asia Pacific,Hong Kong,83,2.64
47.242.176.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,88,2.64
8.222.144.50,2053,2053,true,SIN,Asia Pacific,Singapore,113,2.64
47.242.232.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,737,2.62
47.243.186.171,8443,8443,true,HKG,Asia Pacific,Hong Kong,94,2.62
8.222.180.86,8443,8443,true,SIN,Asia Pacific,Singapore,87,2.62
47.242.183.7,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,2.62
8.218.178.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,87,2.62
47.76.49.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,475,2.62
8.218.122.55,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,2.62
47.250.44.26,80,443,true,KUL,Asia Pacific,Kuala Lumpur,29,2.61
8.210.107.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,222,2.60
8.222.137.192,443,443,true,SIN,Asia Pacific,Singapore,77,2.58
8.219.198.34,2083,2083,true,SIN,Asia Pacific,Singapore,55,2.58
47.242.155.183,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,2.58
47.76.77.103,2087,2087,true,HKG,Asia Pacific,Hong Kong,635,2.58
8.222.162.45,8443,8443,true,SIN,Asia Pacific,Singapore,79,2.58
47.237.81.112,2053,2053,true,SIN,Asia Pacific,Singapore,79,2.57
47.76.189.102,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,2.57
8.210.119.11,2053,2053,true,HKG,Asia Pacific,Hong Kong,116,2.57
47.243.107.148,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,2.57
47.76.98.98,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,2.56
47.250.153.55,80,443,true,SIN,Asia Pacific,Singapore,48,2.55
47.250.155.74,80,443,true,KUL,Asia Pacific,Kuala Lumpur,57,2.55
8.210.207.214,2083,2083,true,HKG,Asia Pacific,Hong Kong,39,2.55
47.250.155.143,80,443,true,SIN,Asia Pacific,Singapore,41,2.55
47.243.183.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,2.54
8.217.154.218,2083,2083,true,HKG,Asia Pacific,Hong Kong,78,2.53
47.250.155.240,80,443,true,SIN,Asia Pacific,Singapore,44,2.53
8.210.48.107,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,2.53
8.210.174.156,2083,2083,true,HKG,Asia Pacific,Hong Kong,54,2.52
47.243.169.63,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,2.51
47.237.81.112,2087,2087,true,SIN,Asia Pacific,Singapore,70,2.51
47.242.176.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,235,2.50
47.238.5.0,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,2.50
8.219.51.211,8443,8443,true,SIN,Asia Pacific,Singapore,56,2.49
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,219,2.49
47.242.7.162,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,2.49
47.238.6.102,8443,8443,true,HKG,Asia Pacific,Hong Kong,86,2.49
8.219.153.237,2096,2096,true,NRT,Asia Pacific,Tokyo,167,2.49
8.210.156.6,2087,2087,true,HKG,Asia Pacific,Hong Kong,597,2.48
8.210.119.11,2087,2087,true,HKG,Asia Pacific,Hong Kong,188,2.47
47.250.155.143,80,443,true,SIN,Asia Pacific,Singapore,38,2.45
47.250.159.165,80,443,true,SIN,Asia Pacific,Singapore,29,2.45
8.218.243.95,8443,8443,true,HKG,Asia Pacific,Hong Kong,94,2.44
47.242.94.48,443,443,true,HKG,Asia Pacific,Hong Kong,48,2.44
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,538,2.43
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,236,2.43
8.219.60.54,8443,8443,true,SIN,Asia Pacific,Singapore,77,2.42
8.210.245.224,8443,8443,true,HKG,Asia Pacific,Hong Kong,764,2.41
8.218.136.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,99,2.40
8.218.188.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,452,2.40
47.250.157.38,80,443,true,SIN,Asia Pacific,Singapore,41,2.40
8.218.207.169,2087,2087,true,HKG,Asia Pacific,Hong Kong,286,2.39
47.236.170.225,2053,2053,true,SIN,Asia Pacific,Singapore,50,2.38
47.243.186.171,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,2.37
47.238.5.0,2053,2053,true,HKG,Asia Pacific,Hong Kong,118,2.37
47.238.43.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,87,2.36
47.242.125.241,2083,2083,true,HKG,Asia Pacific,Hong Kong,268,2.36
47.238.6.102,2087,2087,true,HKG,Asia Pacific,Hong Kong,118,2.36
47.242.79.71,2083,2083,true,HKG,Asia Pacific,Hong Kong,84,2.36
47.238.0.114,8443,8443,true,HKG,Asia Pacific,Hong Kong,91,2.36
8.210.3.24,2083,2083,true,HKG,Asia Pacific,Hong Kong,856,2.35
47.238.6.58,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,2.34
47.243.70.186,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,2.33
8.218.126.53,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,2.33
47.76.33.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,234,2.33
8.210.55.134,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,2.33
8.217.49.34,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,2.32
47.242.171.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,724,2.32
47.243.26.83,8443,8443,true,HKG,Asia Pacific,Hong Kong,89,2.32
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,567,2.31
8.217.251.62,2096,2096,true,HKG,Asia Pacific,Hong Kong,287,2.31
8.219.107.135,2083,2083,true,SIN,Asia Pacific,Singapore,71,2.31
47.242.54.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,91,2.31
47.76.80.72,2053,2053,true,HKG,Asia Pacific,Hong Kong,541,2.31
8.210.175.109,2096,2096,true,HKG,Asia Pacific,Hong Kong,70,2.29
8.218.207.169,2096,2096,true,HKG,Asia Pacific,Hong Kong,287,2.28
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,647,2.27
47.250.155.240,80,443,true,SIN,Asia Pacific,Singapore,48,2.27
8.222.164.209,2083,2083,true,SIN,Asia Pacific,Singapore,89,2.27
8.218.22.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,548,2.27
47.237.100.206,2087,2087,true,SIN,Asia Pacific,Singapore,67,2.26
47.242.42.153,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,2.26
47.250.50.53,80,443,true,KUL,Asia Pacific,Kuala Lumpur,78,2.23
47.76.77.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,351,2.22
47.243.26.83,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,2.21
8.222.214.231,2087,2087,true,SIN,Asia Pacific,Singapore,53,2.21
8.218.3.12,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,2.21
8.218.201.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,130,2.21
47.242.174.27,2096,2096,true,HKG,Asia Pacific,Hong Kong,126,2.21
47.243.243.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,56,2.20
47.242.54.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,320,2.18
47.243.186.171,2053,2053,true,HKG,Asia Pacific,Hong Kong,54,2.18
47.250.153.55,80,443,true,SIN,Asia Pacific,Singapore,27,2.17
47.242.42.153,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,2.16
47.243.203.119,2087,2087,true,HKG,Asia Pacific,Hong Kong,110,2.16
47.250.159.165,80,443,true,SIN,Asia Pacific,Singapore,32,2.15
8.219.66.156,2053,2053,true,NRT,Asia Pacific,Tokyo,152,2.14
8.210.244.38,2053,2053,true,HKG,Asia Pacific,Hong Kong,40,2.13
47.243.42.155,2083,2083,true,HKG,Asia Pacific,Hong Kong,101,2.13
47.243.139.243,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,2.13
8.210.203.7,2053,2053,true,HKG,Asia Pacific,Hong Kong,39,2.12
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,652,2.12
47.238.6.102,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,2.10
47.242.174.27,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,2.09
8.217.49.34,8443,8443,true,HKG,Asia Pacific,Hong Kong,108,2.09
47.76.189.102,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,2.09
8.210.245.224,2087,2087,true,HKG,Asia Pacific,Hong Kong,93,2.08
47.238.131.39,2053,2053,true,HKG,Asia Pacific,Hong Kong,97,2.08
8.218.174.118,2053,2053,true,HKG,Asia Pacific,Hong Kong,423,2.08
47.242.125.241,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,2.07
8.222.193.65,2096,2096,true,SIN,Asia Pacific,Singapore,56,2.06
47.236.170.225,2087,2087,true,SIN,Asia Pacific,Singapore,52,2.06
8.222.222.64,2096,2096,true,SIN,Asia Pacific,Singapore,80,2.04
47.238.6.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,96,2.04
8.218.201.73,2087,2087,true,HKG,Asia Pacific,Hong Kong,64,2.04
47.236.232.148,2096,2096,true,SIN,Asia Pacific,Singapore,46,2.03
47.242.171.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,159,2.03
47.242.119.104,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,2.02
47.242.157.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,2.02
8.210.119.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,264,2.02
8.218.18.132,2053,2053,true,HKG,Asia Pacific,Hong Kong,617,2.01
8.217.164.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,108,1.99
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,144,1.99
47.250.150.193,80,443,true,KUL,Asia Pacific,Kuala Lumpur,33,1.99
8.210.175.109,2053,2053,true,HKG,Asia Pacific,Hong Kong,111,1.98
47.236.205.188,2087,2087,true,SIN,Asia Pacific,Singapore,38,1.98
8.222.146.222,2053,2053,true,SIN,Asia Pacific,Singapore,51,1.98
8.218.201.73,8443,8443,true,HKG,Asia Pacific,Hong Kong,560,1.96
47.242.59.216,2087,2087,true,HKG,Asia Pacific,Hong Kong,427,1.95
8.218.65.171,2053,2053,true,HKG,Asia Pacific,Hong Kong,42,1.94
47.242.54.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,72,1.94
8.218.81.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,47,1.93
8.210.3.24,2053,2053,true,HKG,Asia Pacific,Hong Kong,151,1.93
8.210.39.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,57,1.93
47.76.204.76,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,1.92
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,70,1.92
8.210.39.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,423,1.92
47.243.173.187,2096,2096,true,HKG,Asia Pacific,Hong Kong,368,1.92
47.243.27.217,8443,8443,true,HKG,Asia Pacific,Hong Kong,172,1.91
47.243.86.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,1.90
47.242.125.241,2096,2096,true,HKG,Asia Pacific,Hong Kong,101,1.90
8.210.101.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,1.88
8.217.164.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,1.88
47.250.149.42,80,443,true,SIN,Asia Pacific,Singapore,40,1.88
47.76.49.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,50,1.88
8.218.52.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,878,1.88
8.218.65.171,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,1.88
47.243.206.150,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,1.86
47.242.107.109,8443,8443,true,HKG,Asia Pacific,Hong Kong,68,1.86
8.210.101.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,490,1.85
47.250.36.113,80,443,true,SIN,Asia Pacific,Singapore,37,1.84
8.210.100.23,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,1.84
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,1.84
8.218.48.92,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,1.81
8.218.146.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,57,1.79
8.219.153.237,2083,2083,true,NRT,Asia Pacific,Tokyo,152,1.77
47.236.97.90,2096,2096,true,SIN,Asia Pacific,Singapore,42,1.77
8.218.18.132,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,1.76
47.236.125.62,8443,8443,true,NRT,Asia Pacific,Tokyo,167,1.74
47.76.80.72,2083,2083,true,HKG,Asia Pacific,Hong Kong,100,1.73
47.243.26.83,2053,2053,true,HKG,Asia Pacific,Hong Kong,93,1.73
47.243.243.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,1.72
47.243.173.187,8443,8443,true,HKG,Asia Pacific,Hong Kong,108,1.71
8.218.11.90,2096,2096,true,HKG,Asia Pacific,Hong Kong,313,1.71
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,81,1.70
47.76.218.163,443,443,true,HKG,Asia Pacific,Hong Kong,33,1.70
47.243.42.219,2053,2053,true,HKG,Asia Pacific,Hong Kong,130,1.70
8.210.48.107,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,1.69
8.210.39.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,535,1.69
8.219.200.145,2096,2096,true,SIN,Asia Pacific,Singapore,57,1.68
47.242.171.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,417,1.67
8.222.215.228,2087,2087,true,SIN,Asia Pacific,Singapore,72,1.66
47.242.171.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,368,1.64
8.218.181.189,2083,2083,true,HKG,Asia Pacific,Hong Kong,89,1.64
47.76.159.146,2053,2053,true,HKG,Asia Pacific,Hong Kong,42,1.64
8.219.153.237,2087,2087,true,NRT,Asia Pacific,Tokyo,110,1.64
47.250.176.199,80,443,true,SIN,Asia Pacific,Singapore,39,1.64
47.243.183.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,93,1.63
8.217.49.34,2087,2087,true,HKG,Asia Pacific,Hong Kong,46,1.62
8.219.66.156,2083,2083,true,NRT,Asia Pacific,Tokyo,154,1.60
47.238.131.39,443,443,true,HKG,Asia Pacific,Hong Kong,71,1.60
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,124,1.60
8.210.119.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,1.59
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,97,1.59
47.76.33.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,713,1.59
8.218.146.204,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,1.58
47.242.155.183,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,1.58
47.76.77.103,2087,2087,true,HKG,Asia Pacific,Hong Kong,501,1.57
8.210.39.96,2053,2053,true,HKG,Asia Pacific,Hong Kong,316,1.57
47.76.218.163,443,443,true,HKG,Asia Pacific,Hong Kong,69,1.56
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,796,1.55
47.250.176.68,80,443,true,SIN,Asia Pacific,Singapore,32,1.55
47.76.222.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,80,1.55
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,539,1.54
47.242.125.241,2087,2087,true,HKG,Asia Pacific,Hong Kong,365,1.54
47.250.176.199,80,443,true,SIN,Asia Pacific,Singapore,40,1.53
47.243.173.187,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,1.51
47.236.125.62,2087,2087,true,NRT,Asia Pacific,Tokyo,94,1.51
8.218.98.75,2096,2096,true,HKG,Asia Pacific,Hong Kong,74,1.51
47.76.204.76,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,1.50
47.243.86.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,66,1.50
47.243.107.148,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,1.49
47.242.202.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,114,1.49
47.236.125.62,2053,2053,true,NRT,Asia Pacific,Tokyo,129,1.49
47.236.232.148,2053,2053,true,SIN,Asia Pacific,Singapore,83,1.48
8.218.18.235,2083,2083,true,HKG,Asia Pacific,Hong Kong,105,1.46
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,359,1.46
8.218.65.171,2083,2083,true,HKG,Asia Pacific,Hong Kong,39,1.46
8.210.245.224,2096,2096,true,HKG,Asia Pacific,Hong Kong,605,1.45
8.218.52.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,296,1.45
8.218.22.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,1.45
47.242.125.241,8443,8443,true,HKG,Asia Pacific,Hong Kong,527,1.44
8.222.136.247,2053,2053,true,SIN,Asia Pacific,Singapore,89,1.43
47.245.84.124,2087,2087,true,SIN,Asia Pacific,Singapore,39,1.42
47.76.77.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,439,1.41
47.76.225.255,8443,8443,true,HKG,Asia Pacific,Hong Kong,35,1.41
47.242.59.216,2096,2096,true,HKG,Asia Pacific,Hong Kong,74,1.41
47.237.86.185,2096,2096,true,SIN,Asia Pacific,Singapore,88,1.40
8.218.48.92,2083,2083,true,HKG,Asia Pacific,Hong Kong,171,1.40
8.218.126.53,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,1.39
8.217.207.60,2083,2083,true,HKG,Asia Pacific,Hong Kong,345,1.37
47.243.42.155,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,1.36
8.219.201.8,8443,8443,true,SIN,Asia Pacific,Singapore,68,1.36
8.218.243.95,2087,2087,true,HKG,Asia Pacific,Hong Kong,826,1.35
